Symbol
KAI
KDMN
KAMN
KSU
KAR
KMF
KYN
KB
KBH
KBR
K
KEM
KMPR
KMT
KW
KEN
KDP
KEY
KEYS
KRC
KRP
KMB
KIM
KMI
KFS
KGC
KEX
KL
KRG
KKR
KIO
KREF
KNX
KNL
KNOP
KN
KSS
PHG
KTB
KOP
KEP
KF
KFY
KOS
KRA
KR
KRO
KT
LB
SCX
LHX
LH
LADR
LAIX
LW
LCI
LPI
LVS
LTM
LGI
LAZ
LZB
LCII
LEAF
LEA
LEE
LGC
LM
LMHA
LMHB
LEG
JBK
KTH
KTN
KTP
LDOS
LEJU
LC
LEN
LII
LHC
LEVI
LXP
LPL
DFNS
USA
ASG
LBRT
LSI
LITB
LNC
LIN
LNN
LN
LINX
LAD
LAC
LYV
LTHM
RAMP
LYG
SCD
LMT
L
LOMA
LPX
LOW
LXU
LTC
LUB
LL
LXFR
LDL
LYB
MTB
MDC
MHO
MAC
CLI
MFD
MGU
MIC
BMA
M
MCN
MSGE
MSGS
MMP
MGA
MX
MGY
MHLA
MHNC
MAIN
MMD
MNK
MANU
MTW
MN
MAN
MFC
MRO
MPC
MMI
MCS
MPX
HZO
MKL
VAC
MMC
MLM
MAS
DOOR
MTZ
MA
MTDR
MTRN
MATX
MLP
MAXR
MMS
MXL
MEC
MBI
MKC
MCD
MUX
MCK
MDU
MTL
MDLA
MPW
MED
MCC
MCV
MCX
MDLQ
MDLX
MDLY
MD
MDT
MFAC
MRK
MCY
MDP
MTH
MTOR
PIY
MTR
MSB
MEI
MET
MCB
MTD
MXE
MXF
MFA
MFO
MCR
MGF
MIN
MMT
MFM
MFV
MTG
MGP
MGM
MFGP
MAA
AMPY
MLR
HIE
MTX
MG
MUFG
MIXT
MFG
MBT
MODN
MOD
MC
MOGU
MHK
MOH
TAP
MNR
MR
MCO
MS
CAF
MSD
EDD
IIF
MOS
MSI
MOV
MPLX
MRC
HJV
MSA
MSM
MSCI
MSGN
MLI
MWA
MVF
MZA
MUR
MUSA
MVO
MVC
MVCD
MYE
MYOV
NBR
NC
NTP
NTEST
NBHC
NFG
NGG
NHI
NOV
NPK
NNN
NRUC
SID
NSA
NTCO
NGS
NGVC
NRP
NTZ
NLS
NVGS
NNA
NM
NMM
NAV
NCR
NP
NNI
NPTN
NSCO
NVRO
HYB
NFH
GF
NWHM
IRL
NMFC
NMFX
EDU
NEWR
NRZ
SNR
NYCB
NYT
NJR
NEU
NEM
NR
NEXA
NREF
NXRT
NHF
NEP
NEE
NEX
NGL
NLSN
NKE
NINE
NIO
NI
NL
NOAH
NE
NOK
NOMD
NMR
OSB
NAT
JWN
NSC
NOA
NRT
NOC
NWN
NWE
NCLH
NVS
NVO
DNOW
NRG
NUS
NUE
NS
NSS
NTR
JMLP
NVG
NUV
NUW
NEA
NAZ
NKX
NCB
NCA
NAC
JCE
JCO
JQC
JDD
DIAX
JEMD
JMF
NEV
JFR
JRO
NKG
JGH
JHY
JHAA
JHB
NXC
NXN
NID
NMY
NMT
NUM
NMS
NOM
JLS
JMM
NHA
NZF
NMCO
NMZ
NMI
NJV
NXJ
NRK
NYV
NNY
NAN
NUO
NPN
NQP
JPC
JPS
JPT
JPI
NAD
JRI
JRS
BXMX
SPXX
NIM
NXP
NXQ
NXR
NSL
JSD
NBB
JTD
JTA
NPV
NIQ
NVT
NVR
CTEST
OAC
OXY
OII
OCN
OFG
OGE
OI
OIS
ODC
ORI
OLN
OHI
OMC
ONDK
OGS
OLP
OCFT
OMF
OKE
ONE
ONTO
OOMA
OPY
ORCL
ORAN
ORC
OEC
ORN
IX
ORA
OSK
OR
SFTW
OTIS
OUT
OSG
OVV
OMI
OC
ORCC
OXM
ROYT
PACD
PCG
PKG
PD
PAGS
PANW
PAM
PHX
PARR
PAR
PGRE
PKE
PK
PH
PE
PSN
PRTY
PAYC
PBF
PBFX
BTU
PSO
PEB
PBA
PEI
PFSI
PMT
PAG
PNR
PEN
PFGC
PKI
PBT
PVL
PRT
PRGO
PRSP
PTR
PBR
PFE
GHY
ISD
PGTI
PM
PSX
PSXP
FENG
DNK
PHR
DOC
PDM
PCQ
PCK
PZC
PCM
PTY
PCN
PCI
PDI
NRGX
PGP
PHK
PKO
PFL
PFN
PMF
PML
PMX
PNF
PNI
PYN
RCS
PING
PNW
PINS
PHD
PHT
MAV
MHI
PXD
PIPR
PBI
PIC
PJT
PAA
PAGP
PLNT
PLT
AGS
PHI
PLYM
PNC
PNM
PII
POL
POR
PKX
POST
PSTL
PPG
PPX
PPL
PYS
PYT
PQG
PDS
APTS
PBH
PVG
PRI
PRMW
PGZ
PRA
PG
PGR
PLD
PUMP
PRO
PROS
PBB
PBC
PBY
PB
PRLB
PFS
PJH
PRH
PRS
PRU
PUK
PSB
TLK
PEG
PSA
PHM
PSTG
PMM
PIM
PMO
PPT
NEW
PVH
PYX
PZN
QTWO
QEP
QGEN
QTS
QUAD
KWR
NX
PWR
QD
DGX
QES
QUOT
QVCC
QVCD
CTAA
CTBB
CTDD
CTV
CTY
CTZ
RRD
RMED
RDN
RFL
RL
RRC
RNGR
PACK
RJF
RYAM
RYN
RTX
RMAX
RC
RCA
RCB
RCP
RLGY
O
RLH
RWT
RBC
RM
RF
RGS
RGA
RZA
RZB
RS
RELX
RNR
SOL
RENN
RPLA
RSG
REZI
RMD
RFP
QSR
RPAI
RVI
REVG
REV
RVLV
REX
REXR
RXN
RH
RNG
RIO
RBA
RAD
RFM
RMM
RMI
RIV
RSF
OPP
RLI
RLJ
RMG
RHI
ROK
RCI
ROG
ROL
ROP
RST
RY
RBS
RCL
RGT
RMT
RVT
RES
RPM
RPT
RTW
RYB
R
RYI
RHP
SPGI
SBR
SB
SFE
SAFE
SAIL
CRM
SMM
SBH
SJT
SD
PER
SAND          
SC
SAP
SAF
SAR
SSL
BFS
SCPE
SLB
SNDR
SWM
SAIC
SALT
SBNA
STNG
SMG
KTF
KSM
SRL
SCU
SCVX
SE
SA
CKH
SMHI
SDRL
SEE
SEAS
JBN
JBR
WTTR
SEM
SRE
SREA
ST
SXT
SQNS
SRG
SCI
SERV
NOW
SFL
SHAK
SJR
SHLX
SHW
SHG
SHOP
SSTK
SBSW
SIG
SBOW
SI
SPG
SSD
SHI
SITC
SITE
SIX
SJW
SKM
SKX
SKY
SLG
WORK
SM
SMAR
SNN
SNAP
SNA
SQM
SOGO
SOI
SWI
SAH
SON
SNE
SOR
SJI
SJIJ
SJIU
SO
SOJA
SOJB
SOJC
SOJD
SOLN
SCCO
LUV
SWX
SWN
SPAQ
SPE
SPB           
SR
SPR
SAVE
SRC
SPOT
SRLP
SPXC
FLOW
SQ
JOE
STAG
SSI
SMP
SXI
SWK
SWP
SWT
STN
SGU
SRT
STWD
STT
SPLP
SCS
SCA
SCM
SCL
STE
STL
STC
SF
SFB
STM
EDF
EDI
STON
SRI
STOR
GJH
GJO
GJS
SYK
MSC
RGR
SPH
SMFG
INN
SUM
SMLP
SUI
SLF
SXC
SU
STG
NOVA
SUN
SHO
SPN
SUP
SUZ
SWZ
SWCH
SBE
SYF
SNX
SNV
GJP
GJR
GJT
SYY
SYX
TLRD
TWN
TSM
TAK
TAL
TALO
SKT
TPR
TRGP
TGT
TARO
TTM
TCO
TMHC
TRP
TCP
TSI
TEL
TISI
FTI
TECK
TK
TGP
TNK
TGNA
TRC
HQH
THQ
HQL
THW
TDOC
TEO
TDY
TFX
VIV
TEF
TDA
TDE
TDI
TDJ
TDS
TU
TDF
EMF
TEI
GIM
TPX
TS
TME
THC
TNC
TEN
TVC
TVE
TDC
TEX
TX
TRNO
TTI
TEVA
TPL
TGH
TXT
TFII
AES
BK
BX
CEE
SCHW
COO
GDV
GRX
GDL
THG
THGA
RUBI
TRV
VAM
TMO
THR
TPRE
TSLF
TCRW
TCRZ
TRI
THO
TDW
TIF
TLYS
TSU
TKR
TMST
TWI
TJX
TOL
TR
BLD
TTC
TD
SHLL
NDP
TYG
TEAF
NTG
TTP
TPZ
TOT
TSQ
TM
TRTX
TSLX
TT
TAC
TCI
TDG
RIG
TGS
TRU
TREC
TG
THS
TREX
TY
TPH
TRNE
TNET
TRN
TSE
TPVG
TPVY
GTS
TRTN
TGI
TROX
TBI
TFC
TNP
TUFN
TUP
TKC
TPB
TRQ
TPC
TWLO
TRWH
TWTR
TWO
TYL
TSN
USB
USPH
SLCA
USX
UBER
UI
UBS
UDR
UGI
UGP
UMH
UA
UAA
UFI
UNF
UN
UL
UNP
UIS
UNT
UMC
UNFI
UPS
URI
USM
UZA
UZB
UZC
X
UNH
UTL
UNVR
UVV
UHT
UHS
UVE
UTI
UNM
UNMA
UE
UBA
UBP
USFD
USAC
USNA
USDP
BIF
VFC
EGY
MTN
VAL
VALE
VLO
VHI
VMI
VVV
VAPO
VAR
VGR
VEC
VEDL
VEEV
VEL
VNTR
VTR
VNE
VER
VRTV
VZ
VET
VRS
VCIF
VRT
VVI
VICI
VNCE
VIPS
SPCE
VGI
ZTR
V
VSH
VPG
VIST
VSTO
VST
VVNT
VSLR
VMW
VOC
VCRA
VNO
VJET
IAE
IHD
VOYA
IGA
IGD
IDE
IID
IRR
PPR
VMC
WTI
WPC
WRB
GRA
GWW
WNC
WBC
WDR
WD
WMT
DIS
HCC
WPG
WRE
WCN
WM
WAT
WSO
WTS
W
WBS
WEC
WEI
WRI
WMK
WBT
WFC
EOD
WELL
WCC
WST
WAL
WALA
WEA
TLI
EMD
GDO
EHI
HIX
HIO
HYI
SBI
IGI
PAI
MMU
WMC
DMO
MTT
MHF
MNP
GFY
WIW
WIA
WES
WU
WAB
WLK
WLKP
WBK
WRK
WHG
WEX
WY
WPM
WHR
WTM
WSR
WLL
WOW
WMB
WSM
WGO
WIT
WNS
WWW
WF
WK
INT
WWE
WOR
WPP
WPX
WYND
WH
XYF
XFLT
XHR
XRX
XIN
XPO
XYL
AUY
YELP
YETI
YEXT
YRD
DAO
YPF
YUMC
YUM
ZEN
ZBH
ZTS
ZTO
ZUO
ZYME
